LSOA11Code,MSOA11Code,MSOA11Name
E01007110,E02001501,Higher Bebington
E01007111,E02001498,Woodhey
E01007112,E02001498,Woodhey
E01007113,E02001498,Woodhey
E01007114,E02001498,Woodhey
E01007115,E02001497,Bebington New Ferry
E01007116,E02001498,Woodhey
E01007117,E02001501,Higher Bebington
E01007118,E02001501,Higher Bebington
E01007119,E02001485,Noctorum North & Upton East
E01007120,E02001477,Bidston Hill
E01007121,E02001477,Bidston Hill
E01007122,E02001477,Bidston Hill
E01007123,E02001477,Bidston Hill
E01007124,E02001477,Bidston Hill
E01007125,E02001481,Claughton North
E01007129,E02001482,Birkenhead Central
E01007131,E02001487,Birkenhead South
E01007135,E02001505,Bromborough North
E01007136,E02001505,Bromborough North
E01007137,E02001505,Bromborough North
E01007139,E02001497,Bebington New Ferry
E01007141,E02001497,Bebington New Ferry
E01007142,E02001502,Lower Bebington & Bromborough Pool
E01007143,E02001502,Lower Bebington & Bromborough Pool
E01007144,E02001504,"Poulton, Raby Mere & Thornton Hough"
E01007145,E02001504,"Poulton, Raby Mere & Thornton Hough"
E01007146,E02001504,"Poulton, Raby Mere & Thornton Hough"
E01007147,E02001504,"Poulton, Raby Mere & Thornton Hough"
E01007148,E02001504,"Poulton, Raby Mere & Thornton Hough"
E01007149,E02001507,Bromborough South
E01007150,E02001507,Bromborough South
E01007151,E02001501,Higher Bebington
E01007152,E02001502,Lower Bebington & Bromborough Pool
E01007153,E02001502,Lower Bebington & Bromborough Pool
E01007154,E02001501,Higher Bebington
E01007155,E02001486,Claughton South & Oxton North
E01007156,E02001481,Claughton North
E01007157,E02001481,Claughton North
E01007158,E02001481,Claughton North
E01007159,E02001481,Claughton North
E01007160,E02001486,Claughton South & Oxton North
E01007161,E02001485,Noctorum North & Upton East
E01007162,E02001485,Noctorum North & Upton East
E01007163,E02001490,Noctorum South
E01007164,E02001508,Eastham
E01007165,E02001507,Bromborough South
E01007166,E02001508,Eastham
E01007167,E02001508,Eastham
E01007168,E02001508,Eastham
E01007169,E02001508,Eastham
E01007170,E02001505,Bromborough North
E01007171,E02001507,Bromborough South
E01007172,E02001507,Bromborough South
E01007173,E02001495,Egerton Park
E01007174,E02001495,Egerton Park
E01007175,E02001493,Tranmere
E01007176,E02001495,Egerton Park
E01007177,E02001495,Egerton Park
E01007178,E02001495,Egerton Park
E01007179,E02001487,Birkenhead South
E01007180,E02001488,Oxton South
E01007181,E02001488,Oxton South
E01007182,E02001503,Heswall
E01007183,E02001500,Pensby & Thingwall
E01007184,E02001503,Heswall
E01007185,E02001503,Heswall
E01007186,E02001506,Gayton & Lower Heswall
E01007187,E02001506,Gayton & Lower Heswall
E01007188,E02001506,Gayton & Lower Heswall
E01007189,E02001506,Gayton & Lower Heswall
E01007190,E02001506,Gayton & Lower Heswall
E01007191,E02001506,Gayton & Lower Heswall
E01007192,E02001503,Heswall
E01007193,E02001480,Hoylake
E01007194,E02001480,Hoylake
E01007195,E02001479,Great Meols
E01007196,E02001492,West Kirby
E01007197,E02001492,West Kirby
E01007198,E02001492,West Kirby
E01007199,E02001479,Great Meols
E01007200,E02001480,Hoylake
E01007201,E02001480,Hoylake
E01007202,E02001480,Hoylake
E01007203,E02001472,Leasowe
E01007204,E02001475,Leasowe South & Moreton East
E01007205,E02001472,Leasowe
E01007206,E02001475,Leasowe South & Moreton East
E01007207,E02001475,Leasowe South & Moreton East
E01007208,E02001478,Moreton West
E01007209,E02001475,Leasowe South & Moreton East
E01007210,E02001472,Leasowe
E01007221,E02001478,Moreton West
E01007222,E02001479,Great Meols
E01007223,E02001479,Great Meols
E01007224,E02001483,Saughall Massie
E01007225,E02001478,Moreton West
E01007226,E02001483,Saughall Massie
E01007227,E02001478,Moreton West
E01007228,E02001478,Moreton West
E01007239,E02001488,Oxton South
E01007240,E02001486,Claughton South & Oxton North
E01007241,E02001486,Claughton South & Oxton North
E01007242,E02001486,Claughton South & Oxton North
E01007243,E02001488,Oxton South
E01007244,E02001488,Oxton South
E01007245,E02001490,Noctorum South
E01007246,E02001490,Noctorum South
E01007247,E02001490,Noctorum South
E01007248,E02001496,Prenton
E01007249,E02001491,Woodchurch
E01007250,E02001496,Prenton
E01007251,E02001491,Woodchurch
E01007252,E02001490,Noctorum South
E01007253,E02001496,Prenton
E01007254,E02001496,Prenton
E01007255,E02001500,Pensby & Thingwall
E01007256,E02001500,Pensby & Thingwall
E01007257,E02001491,Woodchurch
E01007258,E02001494,Caldy & Newton
E01007259,E02001489,Greasby
E01007260,E02001494,Caldy & Newton
E01007261,E02001489,Greasby
E01007262,E02001494,Caldy & Newton
E01007263,E02001492,West Kirby
E01007264,E02001489,Greasby
E01007265,E02001483,Saughall Massie
E01007266,E02001489,Greasby
E01007267,E02001489,Greasby
E01007268,E02001489,Greasby
E01007279,E02001500,Pensby & Thingwall
E01007280,E02001499,Thursaston & Irby
E01007281,E02001494,Caldy & Newton
E01007282,E02001492,West Kirby
E01007283,E02001494,Caldy & Newton
E01007284,E02001499,Thursaston & Irby
E01007285,E02001499,Thursaston & Irby
E01007286,E02001500,Pensby & Thingwall
E01007287,E02001499,Thursaston & Irby
E01007288,E02001503,Heswall
E01007292,E02001487,Birkenhead South
E01007294,E02001487,Birkenhead South
E01007296,E02001493,Tranmere
E01007297,E02001484,Upton West
E01007298,E02001484,Upton West
E01007299,E02001483,Saughall Massie
E01007300,E02001485,Noctorum North & Upton East
E01007301,E02001484,Upton West
E01007302,E02001484,Upton West
E01007303,E02001491,Woodchurch
E01007304,E02001491,Woodchurch
E01007305,E02001484,Upton West
E01007306,E02001483,Saughall Massie
E01007309,E02001472,Leasowe
E01013986,E02002916,Hereford Central
E01013987,E02002915,Hereford North East
E01013988,E02002915,Hereford North East
E01013989,E02002916,Hereford Central
E01013990,E02002922,"Fownhope, Tarrington & Marcle"
E01013991,E02002922,"Fownhope, Tarrington & Marcle"
E01013992,E02002921,Hereford South West
E01013993,E02002921,Hereford South West
E01013994,E02002921,Hereford South West
E01013995,E02002921,Hereford South West
E01013996,E02002920,"Belmont, Madley & Clehonger"
E01013997,E02002920,"Belmont, Madley & Clehonger"
E01013998,E02002905,"Wigmore, Orleton & Brimfield"
E01013999,E02002908,"Shobdon, Luston & Bodenham"
E01014000,E02002909,Bromyard & Bishop's Frome
E01014001,E02002909,Bromyard & Bishop's Frome
E01014002,E02002909,Bromyard & Bishop's Frome
E01014003,E02002909,Bromyard & Bishop's Frome
E01014004,E02002909,Bromyard & Bishop's Frome
E01014005,E02002909,Bromyard & Bishop's Frome
E01014006,E02002911,"Credenhill, Weobley & Wellington"
E01014007,E02002915,Hereford North East
E01014008,E02002910,"Kington, Eardisley & Staunton"
E01014009,E02002910,"Kington, Eardisley & Staunton"
E01014010,E02002916,Hereford Central
E01014011,E02002916,Hereford Central
E01014012,E02002911,"Credenhill, Weobley & Wellington"
E01014013,E02002911,"Credenhill, Weobley & Wellington"
E01014014,E02002922,"Fownhope, Tarrington & Marcle"
E01014015,E02002909,Bromyard & Bishop's Frome
E01014016,E02002911,"Credenhill, Weobley & Wellington"
E01014017,E02002908,"Shobdon, Luston & Bodenham"
E01014018,E02002924,Golden Valley
E01014019,E02002924,Golden Valley
E01014020,E02002924,Golden Valley
E01014021,E02002924,Golden Valley
E01014022,E02002912,"Lugwardine, Withington & Moreton on Lugg"
E01014023,E02002912,"Lugwardine, Withington & Moreton on Lugg"
E01014024,E02002908,"Shobdon, Luston & Bodenham"
E01014025,E02002908,"Shobdon, Luston & Bodenham"
E01014026,E02002925,Kingstone & Kingsthorne
E01014027,E02002913,"Colwall, Cradley & Wellington Heath"
E01014028,E02002913,"Colwall, Cradley & Wellington Heath"
E01014031,E02002927,"Penyard, Llangarron & Goodrich"
E01014032,E02002927,"Penyard, Llangarron & Goodrich"
E01014033,E02002910,"Kington, Eardisley & Staunton"
E01014034,E02002910,"Kington, Eardisley & Staunton"
E01014036,E02002923,Ledbury
E01014041,E02002906,Leominster North
E01014042,E02002906,Leominster North
E01014043,E02002906,Leominster North
E01014044,E02002906,Leominster North
E01014045,E02002907,Leominster South
E01014046,E02002907,Leominster South
E01014047,E02002907,Leominster South
E01014048,E02002907,Leominster South
E01014049,E02002927,"Penyard, Llangarron & Goodrich"
E01014050,E02002927,"Penyard, Llangarron & Goodrich"
E01014051,E02002905,"Wigmore, Orleton & Brimfield"
E01014052,E02002905,"Wigmore, Orleton & Brimfield"
E01014053,E02002927,"Penyard, Llangarron & Goodrich"
E01014054,E02002922,"Fownhope, Tarrington & Marcle"
E01014055,E02002908,"Shobdon, Luston & Bodenham"
E01014056,E02002910,"Kington, Eardisley & Staunton"
E01014057,E02002927,"Penyard, Llangarron & Goodrich"
E01014058,E02002927,"Penyard, Llangarron & Goodrich"
E01014059,E02002925,Kingstone & Kingsthorne
E01014060,E02002925,Kingstone & Kingsthorne
E01014061,E02002926,Ross-on-Wye
E01014062,E02002926,Ross-on-Wye
E01014063,E02002926,Ross-on-Wye
E01014064,E02002926,Ross-on-Wye
E01014065,E02002926,Ross-on-Wye
E01014066,E02002926,Ross-on-Wye
E01014067,E02002926,Ross-on-Wye
E01014068,E02002919,Hereford South
E01014069,E02002925,Kingstone & Kingsthorne
E01014070,E02002919,Hereford South
E01014071,E02002921,Hereford South West
E01014072,E02002919,Hereford South
E01014073,E02002919,Hereford South
E01014074,E02002919,Hereford South
E01014075,E02002917,Hereford West
E01014076,E02002917,Hereford West
E01014077,E02002917,Hereford West
E01014078,E02002917,Hereford West
E01014079,E02002920,"Belmont, Madley & Clehonger"
E01014080,E02002920,"Belmont, Madley & Clehonger"
E01014081,E02002912,"Lugwardine, Withington & Moreton on Lugg"
E01014082,E02002912,"Lugwardine, Withington & Moreton on Lugg"
E01014083,E02002914,Hereford North West
E01014084,E02002914,Hereford North West
E01014085,E02002914,Hereford North West
E01014086,E02002916,Hereford Central
E01014087,E02002914,Hereford North West
E01014088,E02002914,Hereford North West
E01014089,E02002914,Hereford North West
E01014090,E02002918,Hereford East
E01014091,E02002918,Hereford East
E01014092,E02002916,Hereford Central
E01014093,E02002918,Hereford East
E01014094,E02002918,Hereford East
E01014095,E02002915,Hereford North East
E01014096,E02002905,"Wigmore, Orleton & Brimfield"
E01014097,E02002908,"Shobdon, Luston & Bodenham"
E01014098,E02002925,Kingstone & Kingsthorne
E01014099,E02002925,Kingstone & Kingsthorne
E01014100,E02002911,"Credenhill, Weobley & Wellington"
E01014101,E02002911,"Credenhill, Weobley & Wellington"
E01014102,E02002934,Apley & Leegomery
E01014103,E02002934,Apley & Leegomery
E01014104,E02002938,Wellington East
E01014105,E02002938,Wellington East
E01014106,E02002947,Brookside
E01014107,E02002947,Brookside
E01014108,E02002947,Brookside
E01014109,E02002947,Brookside
E01014110,E02002947,Brookside
E01014111,E02002931,Muxton & Lilleshall
E01014112,E02002929,Edgmond & Church Aston
E01014113,E02002938,Wellington East
E01014114,E02002938,Wellington East
E01014115,E02002950,Sutton Hill
E01014116,E02002950,Sutton Hill
E01014117,E02002950,Sutton Hill
E01014118,E02002950,Sutton Hill
E01014119,E02002946,Dawley & Aqueduct
E01014120,E02002946,Dawley & Aqueduct
E01014121,E02002946,Dawley & Aqueduct
E01014122,E02002946,Dawley & Aqueduct
E01014123,E02002946,Dawley & Aqueduct
E01014124,E02002944,Malinslee
E01014125,E02002932,Donnington
E01014126,E02002932,Donnington
E01014127,E02002932,Donnington
E01014128,E02002932,Donnington
E01014129,E02002933,Dothill & Shawbirch
E01014130,E02002933,Dothill & Shawbirch
E01014131,E02002929,Edgmond & Church Aston
E01014132,E02002929,Edgmond & Church Aston
E01014133,E02002939,Wellington West
E01014134,E02002939,Wellington West
E01014135,E02002929,Edgmond & Church Aston
E01014136,E02002937,"Ironbridge, Admaston & Higher Ercall"
E01014137,E02002936,Hadley & Horton
E01014138,E02002934,Apley & Leegomery
E01014139,E02002936,Hadley & Horton
E01014140,E02002934,Apley & Leegomery
E01014141,E02002936,Hadley & Horton
E01014142,E02002936,Hadley & Horton
E01014143,E02002936,Hadley & Horton
E01014144,E02002939,Wellington West
E01014145,E02002939,Wellington West
E01014146,E02002943,Horsehay & The Rock
E01014147,E02002943,Horsehay & The Rock
E01014148,E02002937,"Ironbridge, Admaston & Higher Ercall"
E01014149,E02002937,"Ironbridge, Admaston & Higher Ercall"
E01014150,E02002941,Oakengates & Ketley
E01014151,E02002941,Oakengates & Ketley
E01014152,E02002941,Oakengates & Ketley
E01014153,E02002941,Oakengates & Ketley
E01014154,E02002941,Oakengates & Ketley
E01014155,E02002941,Oakengates & Ketley
E01014156,E02002943,Horsehay & The Rock
E01014157,E02002943,Horsehay & The Rock
E01014158,E02002943,Horsehay & The Rock
E01014159,E02002949,Madeley
E01014160,E02002949,Madeley
E01014161,E02002949,Madeley
E01014162,E02002949,Madeley
E01014163,E02002944,Malinslee
E01014164,E02002944,Malinslee
E01014165,E02002944,Malinslee
E01014166,E02002944,Malinslee
E01014167,E02002931,Muxton & Lilleshall
E01014168,E02002931,Muxton & Lilleshall
E01014169,E02002932,Donnington
E01014170,E02002931,Muxton & Lilleshall
E01014171,E02002928,Newport North
E01014172,E02002928,Newport North
E01014173,E02002928,Newport North
E01014174,E02002928,Newport North
E01014175,E02002930,Newport South
E01014176,E02002930,Newport South
E01014177,E02002930,Newport South
E01014178,E02002930,Newport South
E01014179,E02002933,Dothill & Shawbirch
E01014180,E02002933,Dothill & Shawbirch
E01014181,E02002942,Priorslee
E01014182,E02002942,Priorslee
E01014183,E02002942,Priorslee
E01014184,E02002942,Priorslee
E01014185,E02002940,St George's
E01014186,E02002940,St George's
E01014187,E02002940,St George's
E01014188,E02002940,St George's
E01014189,E02002933,Dothill & Shawbirch
E01014190,E02002933,Dothill & Shawbirch
E01014191,E02002945,Hollinswood & Randlay
E01014192,E02002945,Hollinswood & Randlay
E01014193,E02002945,Hollinswood & Randlay
E01014194,E02002945,Hollinswood & Randlay
E01014195,E02002945,Hollinswood & Randlay
E01014196,E02002945,Hollinswood & Randlay
E01014197,E02002948,Woodside
E01014198,E02002948,Woodside
E01014199,E02002948,Woodside
E01014200,E02002948,Woodside
E01014201,E02002948,Woodside
E01014202,E02002937,"Ironbridge, Admaston & Higher Ercall"
E01014203,E02002937,"Ironbridge, Admaston & Higher Ercall"
E01014204,E02002937,"Ironbridge, Admaston & Higher Ercall"
E01014205,E02002935,Wrockwardine Wood & Trench
E01014206,E02002935,Wrockwardine Wood & Trench
E01014207,E02002935,Wrockwardine Wood & Trench
E01014208,E02002935,Wrockwardine Wood & Trench
E01014209,E02002935,Wrockwardine Wood & Trench
E01018308,E02003794,"Elton, Mickle Trafford & Great Barrow"
E01018309,E02003798,Blacon North
E01018310,E02003798,Blacon North
E01018311,E02003798,Blacon North
E01018312,E02003798,Blacon North
E01018313,E02003799,Blacon South
E01018314,E02003799,Blacon South
E01018315,E02003799,Blacon South
E01018316,E02003799,Blacon South
E01018317,E02003799,Blacon South
E01018319,E02003804,Chester Boughton East
E01018320,E02003806,Boughton Heath & Huntington
E01018321,E02003806,Boughton Heath & Huntington
E01018322,E02003806,Boughton Heath & Huntington
E01018323,E02003805,"Christleton, Guilden Sutton & Waverton"
E01018324,E02003805,"Christleton, Guilden Sutton & Waverton"
E01018325,E02003805,"Christleton, Guilden Sutton & Waverton"
E01018326,E02003803,Chester City & Garden Quarter
E01018327,E02003802,Chester Boughton West & Hoole
E01018328,E02003803,Chester City & Garden Quarter
E01018329,E02003803,Chester City & Garden Quarter
E01018330,E02003803,Chester City & Garden Quarter
E01018331,E02003803,Chester City & Garden Quarter
E01018332,E02003807,Chester Handbridge Park
E01018333,E02003807,Chester Handbridge Park
E01018334,E02003807,Chester Handbridge Park
E01018335,E02003809,"Dodleston, Tattenhall & Duddon"
E01018337,E02003794,"Elton, Mickle Trafford & Great Barrow"
E01018339,E02003810,"Churton, Farndon & Malpas"
E01018340,E02003807,Chester Handbridge Park
E01018341,E02003807,Chester Handbridge Park
E01018342,E02003807,Chester Handbridge Park
E01018343,E02003802,Chester Boughton West & Hoole
E01018344,E02003804,Chester Boughton East
E01018345,E02003801,Vicars Cross & Hoole East
E01018346,E02003801,Vicars Cross & Hoole East
E01018347,E02003801,Vicars Cross & Hoole East
E01018348,E02003806,Boughton Heath & Huntington
E01018351,E02003808,Lache
E01018352,E02003808,Lache
E01018353,E02003808,Lache
E01018354,E02003808,Lache
E01018355,E02003810,"Churton, Farndon & Malpas"
E01018356,E02003810,"Churton, Farndon & Malpas"
E01018357,E02003810,"Churton, Farndon & Malpas"
E01018358,E02003794,"Elton, Mickle Trafford & Great Barrow"
E01018359,E02003794,"Elton, Mickle Trafford & Great Barrow"
E01018360,E02003795,"Capenhurst, Saughall & Moston"
E01018361,E02003802,Chester Boughton West & Hoole
E01018362,E02003797,Upton West & Heath
E01018363,E02003797,Upton West & Heath
E01018364,E02003796,Upton East
E01018365,E02003796,Upton East
E01018366,E02003795,"Capenhurst, Saughall & Moston"
E01018367,E02003795,"Capenhurst, Saughall & Moston"
E01018368,E02003800,"Kelsall, Tarvin & Ashton Hayes"
E01018369,E02003809,"Dodleston, Tattenhall & Duddon"
E01018370,E02003800,"Kelsall, Tarvin & Ashton Hayes"
E01018371,E02003809,"Dodleston, Tattenhall & Duddon"
E01018372,E02003809,"Dodleston, Tattenhall & Duddon"
E01018373,E02003810,"Churton, Farndon & Malpas"
E01018374,E02003797,Upton West & Heath
E01018375,E02003797,Upton West & Heath
E01018376,E02003797,Upton West & Heath
E01018377,E02003797,Upton West & Heath
E01018378,E02003796,Upton East
E01018379,E02003796,Upton East
E01018380,E02003796,Upton East
E01018381,E02003804,Chester Boughton East
E01018382,E02003804,Chester Boughton East
E01018383,E02003801,Vicars Cross & Hoole East
E01018384,E02003801,Vicars Cross & Hoole East
E01018385,E02003805,"Christleton, Guilden Sutton & Waverton"
E01018444,E02003837,Nantwich South East & Wybunbury
E01018449,E02003840,"Audlem, Bunbury & Wrenbury"
E01018450,E02003840,"Audlem, Bunbury & Wrenbury"
E01018458,E02003840,"Audlem, Bunbury & Wrenbury"
E01018481,E02003840,"Audlem, Bunbury & Wrenbury"
E01018514,E02003840,"Audlem, Bunbury & Wrenbury"
E01018515,E02003837,Nantwich South East & Wybunbury
E01018518,E02003842,"Hooton, Willaston & Ness"
E01018519,E02003845,Ellesmere Port Town & Rossmore
E01018520,E02003845,Ellesmere Port Town & Rossmore
E01018521,E02003849,Wolverham & Stanlow
E01018522,E02003848,Ellesmere Port Pooltown Road
E01018523,E02003846,Little Sutton East
E01018524,E02003846,Little Sutton East
E01018525,E02003845,Ellesmere Port Town & Rossmore
E01018526,E02003852,Ellesmere Port South
E01018527,E02003852,Ellesmere Port South
E01018528,E02003847,Little Sutton West
E01018529,E02003847,Little Sutton West
E01018530,E02003847,Little Sutton West
E01018531,E02003847,Little Sutton West
E01018532,E02003844,Little Neston
E01018533,E02003844,Little Neston
E01018534,E02003841,Neston & Parkgate
E01018535,E02003841,Neston & Parkgate
E01018536,E02003841,Neston & Parkgate
E01018537,E02003841,Neston & Parkgate
E01018538,E02003848,Ellesmere Port Pooltown Road
E01018539,E02003848,Ellesmere Port Pooltown Road
E01018540,E02003848,Ellesmere Port Pooltown Road
E01018541,E02003846,Little Sutton East
E01018542,E02003846,Little Sutton East
E01018543,E02003846,Little Sutton East
E01018544,E02003844,Little Neston
E01018545,E02003844,Little Neston
E01018546,E02003843,Little Sutton North & Overpool
E01018547,E02003843,Little Sutton North & Overpool
E01018548,E02003843,Little Sutton North & Overpool
E01018549,E02003843,Little Sutton North & Overpool
E01018550,E02003849,Wolverham & Stanlow
E01018551,E02003849,Wolverham & Stanlow
E01018552,E02003849,Wolverham & Stanlow
E01018553,E02003849,Wolverham & Stanlow
E01018554,E02003852,Ellesmere Port South
E01018555,E02003852,Ellesmere Port South
E01018556,E02003850,Great Sutton
E01018557,E02003850,Great Sutton
E01018558,E02003850,Great Sutton
E01018559,E02003850,Great Sutton
E01018560,E02003847,Little Sutton West
E01018561,E02003847,Little Sutton West
E01018562,E02003847,Little Sutton West
E01018563,E02003845,Ellesmere Port Town & Rossmore
E01018564,E02003845,Ellesmere Port Town & Rossmore
E01018565,E02003851,Whitby & Stanney Woods
E01018566,E02003851,Whitby & Stanney Woods
E01018567,E02003851,Whitby & Stanney Woods
E01018568,E02003851,Whitby & Stanney Woods
E01018569,E02003842,"Hooton, Willaston & Ness"
E01018570,E02003842,"Hooton, Willaston & Ness"
E01018571,E02003842,"Hooton, Willaston & Ness"
E01022226,E02004634,Lydney
E01022227,E02004634,Lydney
E01022228,E02004630,"Longhope, Westbury & Blakeney"
E01022229,E02004632,Coleford
E01022230,E02004630,"Longhope, Westbury & Blakeney"
E01022231,E02004633,"Bream, Pillowell & Yorkley"
E01022232,E02004633,"Bream, Pillowell & Yorkley"
E01022233,E02004626,"Dymock, Hartpury & Huntley"
E01022234,E02004631,"Lydbrook, Newland & St Briavels"
E01022236,E02004629,Cinderford
E01022237,E02004629,Cinderford
E01022238,E02004629,Cinderford
E01022239,E02004629,Cinderford
E01022240,E02004629,Cinderford
E01022241,E02004632,Coleford
E01022242,E02004632,Coleford
E01022243,E02004632,Coleford
E01022244,E02004632,Coleford
E01022245,E02004632,Coleford
E01022246,E02004632,Coleford
E01022248,E02004635,Tidenham & Woolaston
E01022249,E02004629,Cinderford
E01022250,E02004629,Cinderford
E01022251,E02004628,"Mitcheldean, Drybrook & Ruardean"
E01022252,E02004628,"Mitcheldean, Drybrook & Ruardean"
E01022253,E02004631,"Lydbrook, Newland & St Briavels"
E01022254,E02004634,Lydney
E01022255,E02004634,Lydney
E01022256,E02004634,Lydney
E01022257,E02004634,Lydney
E01022258,E02004628,"Mitcheldean, Drybrook & Ruardean"
E01022259,E02004628,"Mitcheldean, Drybrook & Ruardean"
E01022260,E02004628,"Mitcheldean, Drybrook & Ruardean"
E01022263,E02004631,"Lydbrook, Newland & St Briavels"
E01022264,E02004633,"Bream, Pillowell & Yorkley"
E01022265,E02004630,"Longhope, Westbury & Blakeney"
E01022267,E02004627,Newent
E01022268,E02004633,"Bream, Pillowell & Yorkley"
E01022269,E02004633,"Bream, Pillowell & Yorkley"
E01022272,E02004635,Tidenham & Woolaston
E01022273,E02004635,Tidenham & Woolaston
E01022274,E02004635,Tidenham & Woolaston
E01022275,E02004635,Tidenham & Woolaston
E01028828,E02006013,"Alveley, Claverley & Worfield"
E01028830,E02006011,Bridgnorth West
E01028831,E02006011,Bridgnorth West
E01028832,E02006012,Bridgnorth East
E01028833,E02006012,Bridgnorth East
E01028834,E02006012,Bridgnorth East
E01028835,E02006012,Bridgnorth East
E01028836,E02006011,Bridgnorth West
E01028837,E02006011,Bridgnorth West
E01028838,E02006010,Much Wenlock & Broseley
E01028839,E02006010,Much Wenlock & Broseley
E01028840,E02006010,Much Wenlock & Broseley
E01028841,E02006010,Much Wenlock & Broseley
E01028843,E02006014,Highley & Ditton Priors
E01028846,E02006014,Highley & Ditton Priors
E01028847,E02006013,"Alveley, Claverley & Worfield"
E01028848,E02006014,Highley & Ditton Priors
E01028849,E02006014,Highley & Ditton Priors
E01028850,E02006010,Much Wenlock & Broseley
E01028851,E02006010,Much Wenlock & Broseley
E01028852,E02006010,Much Wenlock & Broseley
E01028853,E02006008,Shifnal
E01028854,E02006008,Shifnal
E01028855,E02006008,Shifnal
E01028856,E02006008,Shifnal
E01028857,E02006008,Shifnal
E01028858,E02006014,Highley & Ditton Priors
E01028859,E02006013,"Alveley, Claverley & Worfield"
E01028860,E02006021,"Baschurch, Cockshutt & Harmer Hill"
E01028861,E02006022,Shawbury & Weston
E01028862,E02006021,"Baschurch, Cockshutt & Harmer Hill"
E01028863,E02006021,"Baschurch, Cockshutt & Harmer Hill"
E01028864,E02006017,Ellesmere
E01028865,E02006017,Ellesmere
E01028866,E02006017,Ellesmere
E01028867,E02006017,Ellesmere
E01028868,E02006020,Hinstock & Hodnet
E01028869,E02006020,Hinstock & Hodnet
E01028870,E02006022,Shawbury & Weston
E01028871,E02006020,Hinstock & Hodnet
E01028872,E02006017,Ellesmere
E01028873,E02006018,Market Drayton
E01028874,E02006018,Market Drayton
E01028875,E02006018,Market Drayton
E01028876,E02006018,Market Drayton
E01028877,E02006018,Market Drayton
E01028878,E02006018,Market Drayton
E01028879,E02006018,Market Drayton
E01028880,E02006016,"Woore, Prees & Tilstock"
E01028881,E02006016,"Woore, Prees & Tilstock"
E01028882,E02006016,"Woore, Prees & Tilstock"
E01028883,E02006022,Shawbury & Weston
E01028884,E02006022,Shawbury & Weston
E01028885,E02006020,Hinstock & Hodnet
E01028886,E02006019,Wem
E01028887,E02006019,Wem
E01028888,E02006021,"Baschurch, Cockshutt & Harmer Hill"
E01028889,E02006019,Wem
E01028890,E02006019,Wem
E01028891,E02006015,Whitchurch
E01028892,E02006015,Whitchurch
E01028893,E02006016,"Woore, Prees & Tilstock"
E01028894,E02006015,Whitchurch
E01028895,E02006015,Whitchurch
E01028896,E02006015,Whitchurch
E01028897,E02006015,Whitchurch
E01028898,E02006021,"Baschurch, Cockshutt & Harmer Hill"
E01028899,E02006016,"Woore, Prees & Tilstock"
E01028902,E02006024,Oswestry East
E01028903,E02006024,Oswestry East
E01028904,E02006024,Oswestry East
E01028905,E02006024,Oswestry East
E01028906,E02006025,Oswestry West
E01028907,E02006025,Oswestry West
E01028908,E02006025,Oswestry West
E01028909,E02006024,Oswestry East
E01028910,E02006023,"Gobowen, St Martin's & Weston Rhyn"
E01028911,E02006023,"Gobowen, St Martin's & Weston Rhyn"
E01028912,E02006023,"Gobowen, St Martin's & Weston Rhyn"
E01028913,E02006026,"Ruyton-XI-Towns, West Felton & Whittington"
E01028914,E02006027,Trefonen & Pant
E01028915,E02006027,Trefonen & Pant
E01028916,E02006025,Oswestry West
E01028917,E02006025,Oswestry West
E01028918,E02006026,"Ruyton-XI-Towns, West Felton & Whittington"
E01028919,E02006026,"Ruyton-XI-Towns, West Felton & Whittington"
E01028920,E02006023,"Gobowen, St Martin's & Weston Rhyn"
E01028921,E02006023,"Gobowen, St Martin's & Weston Rhyn"
E01028922,E02006027,Trefonen & Pant
E01028923,E02006027,Trefonen & Pant
E01028924,E02006025,Oswestry West
E01028925,E02006023,"Gobowen, St Martin's & Weston Rhyn"
E01028926,E02006023,"Gobowen, St Martin's & Weston Rhyn"
E01028927,E02006026,"Ruyton-XI-Towns, West Felton & Whittington"
E01028928,E02006026,"Ruyton-XI-Towns, West Felton & Whittington"
E01028929,E02006028,Bomere Heath & Montford Bridge
E01028930,E02006031,Shrewsbury Greenfields
E01028931,E02006031,Shrewsbury Greenfields
E01028932,E02006030,Shrewsbury Harlescott & Sundorne
E01028933,E02006029,Shrewsbury Harlescott Grange
E01028934,E02006029,Shrewsbury Harlescott Grange
E01028935,E02006038,Bayston Hill & Atcham
E01028936,E02006038,Bayston Hill & Atcham
E01028937,E02006038,Bayston Hill & Atcham
E01028938,E02006036,Shrewsbury Sutton & Coleham
E01028939,E02006036,Shrewsbury Sutton & Coleham
E01028940,E02006037,Shrewsbury Meole & Kingsland
E01028941,E02006034,Shrewsbury Copthorne & Bowbrook
E01028942,E02006034,Shrewsbury Copthorne & Bowbrook
E01028943,E02006034,Shrewsbury Copthorne & Bowbrook
E01028944,E02006031,Shrewsbury Greenfields
E01028945,E02006031,Shrewsbury Greenfields
E01028946,E02006033,Shrewsbury Town
E01028947,E02006035,Shrewsbury London Road
E01028948,E02006035,Shrewsbury London Road
E01028949,E02006035,Shrewsbury London Road
E01028950,E02006040,"Cressage, Dorrington & Pulverbatch"
E01028951,E02006034,Shrewsbury Copthorne & Bowbrook
E01028952,E02006037,Shrewsbury Meole & Kingsland
