LSOA11Code,MSOA11Code,MSOA11Name
W01001676,W02000353,St Julians & Barnardtown
W01001677,W02000353,St Julians & Barnardtown
W01001678,W02000351,Beechwood
W01001679,W02000353,St Julians & Barnardtown
W01001680,W02000353,St Julians & Barnardtown
W01001681,W02000352,Shaftesbury & Crindai
W01001682,W02000352,Shaftesbury & Crindai
W01001683,W02000352,Shaftesbury & Crindai
W01001684,W02000352,Shaftesbury & Crindai
W01001685,W02000360,Stow Hill
W01001686,W02000360,Stow Hill
W01001687,W02000360,Stow Hill
W01001688,W02000365,Duffryn & Maesglas
W01001689,W02000365,Duffryn & Maesglas
W01001690,W02000359,Victoria & Somerton
W01001691,W02000357,Maendy
W01001692,W02000357,Maendy
W01001693,W02000359,Victoria & Somerton
W01001694,W02000402,Adamsdown
W01001695,W02000402,Adamsdown
W01001696,W02000402,Adamsdown
W01001697,W02000402,Adamsdown
W01001698,W02000402,Adamsdown
W01001699,W02000423,Butetown
W01001702,W02000411,Caerau West
W01001703,W02000411,Caerau West
W01001704,W02000407,Caerau East
W01001705,W02000411,Caerau West
W01001706,W02000407,Caerau East
W01001707,W02000407,Caerau East
W01001708,W02000411,Caerau West
W01001709,W02000406,Canton
W01001710,W02000406,Canton
W01001711,W02000406,Canton
W01001712,W02000406,Canton
W01001713,W02000406,Canton
W01001714,W02000401,Victoria Park
W01001715,W02000401,Victoria Park
W01001716,W02000401,Victoria Park
W01001717,W02000401,Victoria Park
W01001718,W02000394,Cathays North
W01001719,W02000394,Cathays North
W01001720,W02000394,Cathays North
W01001721,W02000398,Cathays South & Bute Park
W01001722,W02000394,Cathays North
W01001724,W02000398,Cathays South & Bute Park
W01001725,W02000398,Cathays South & Bute Park
W01001726,W02000394,Cathays North
W01001727,W02000380,"Creigiau, Pentyrch & St Fagans"
W01001728,W02000380,"Creigiau, Pentyrch & St Fagans"
W01001729,W02000380,"Creigiau, Pentyrch & St Fagans"
W01001730,W02000374,Cyncoed North
W01001731,W02000374,Cyncoed North
W01001732,W02000385,Cyncoed South & Roath Park
W01001733,W02000385,Cyncoed South & Roath Park
W01001734,W02000385,Cyncoed South & Roath Park
W01001735,W02000385,Cyncoed South & Roath Park
W01001736,W02000374,Cyncoed North
W01001737,W02000405,Ely East
W01001738,W02000405,Ely East
W01001739,W02000405,Ely East
W01001740,W02000405,Ely East
W01001741,W02000405,Ely East
W01001742,W02000409,Ely West
W01001743,W02000409,Ely West
W01001744,W02000409,Ely West
W01001745,W02000409,Ely West
W01001746,W02000407,Caerau East
W01001747,W02000393,Fairwater North
W01001748,W02000393,Fairwater North
W01001749,W02000393,Fairwater North
W01001750,W02000397,Fairwater South
W01001751,W02000393,Fairwater North
W01001752,W02000397,Fairwater South
W01001753,W02000397,Fairwater South
W01001754,W02000397,Fairwater South
W01001755,W02000391,Gabalfa
W01001756,W02000391,Gabalfa
W01001757,W02000391,Gabalfa
W01001758,W02000391,Gabalfa
W01001759,W02000412,Grangetown South
W01001760,W02000412,Grangetown South
W01001761,W02000412,Grangetown South
W01001762,W02000412,Grangetown South
W01001764,W02000410,Grangetown North
W01001765,W02000410,Grangetown North
W01001766,W02000410,Grangetown North
W01001767,W02000410,Grangetown North
W01001768,W02000410,Grangetown North
W01001769,W02000384,Heath
W01001770,W02000384,Heath
W01001771,W02000384,Heath
W01001772,W02000387,Birchgrove
W01001773,W02000378,Rhiwbina Village
W01001774,W02000384,Heath
W01001775,W02000387,Birchgrove
W01001776,W02000387,Birchgrove
W01001777,W02000367,Lisvane
W01001778,W02000367,Lisvane
W01001779,W02000392,Llandaf & Danescourt
W01001780,W02000392,Llandaf & Danescourt
W01001781,W02000392,Llandaf & Danescourt
W01001782,W02000392,Llandaf & Danescourt
W01001783,W02000392,Llandaf & Danescourt
W01001784,W02000392,Llandaf & Danescourt
W01001785,W02000389,Llandaf North
W01001786,W02000389,Llandaf North
W01001787,W02000389,Llandaf North
W01001788,W02000389,Llandaf North
W01001789,W02000389,Llandaf North
W01001790,W02000389,Llandaf North
W01001791,W02000371,Llanishen
W01001792,W02000371,Llanishen
W01001793,W02000368,Thornhill
W01001794,W02000367,Lisvane
W01001795,W02000368,Thornhill
W01001796,W02000368,Thornhill
W01001797,W02000371,Llanishen
W01001798,W02000368,Thornhill
W01001799,W02000367,Lisvane
W01001800,W02000371,Llanishen
W01001802,W02000373,Llanrumney North
W01001803,W02000381,Llanrumney South
W01001804,W02000381,Llanrumney South
W01001805,W02000381,Llanrumney South
W01001806,W02000381,Llanrumney South
W01001807,W02000373,Llanrumney North
W01001808,W02000373,Llanrumney North
W01001809,W02000383,Llanedeyrn
W01001810,W02000383,Llanedeyrn
W01001811,W02000375,Pentwyn
W01001812,W02000383,Llanedeyrn
W01001813,W02000383,Llanedeyrn
W01001814,W02000383,Llanedeyrn
W01001815,W02000374,Cyncoed North
W01001816,W02000375,Pentwyn
W01001817,W02000375,Pentwyn
W01001818,W02000375,Pentwyn
W01001819,W02000380,"Creigiau, Pentyrch & St Fagans"
W01001820,W02000372,"Radyr, Morganstown & Gwaelod-y-garth"
W01001821,W02000390,Pen-y-lan North
W01001822,W02000395,Pen-y-lan South
W01001823,W02000395,Pen-y-lan South
W01001824,W02000395,Pen-y-lan South
W01001825,W02000395,Pen-y-lan South
W01001826,W02000390,Pen-y-lan North
W01001827,W02000390,Pen-y-lan North
W01001828,W02000390,Pen-y-lan North
W01001829,W02000399,Plasnewydd
W01001830,W02000399,Plasnewydd
W01001831,W02000396,Roath
W01001832,W02000399,Plasnewydd
W01001833,W02000399,Plasnewydd
W01001834,W02000399,Plasnewydd
W01001835,W02000399,Plasnewydd
W01001836,W02000396,Roath
W01001837,W02000396,Roath
W01001838,W02000396,Roath
W01001839,W02000396,Roath
W01001840,W02000373,Llanrumney North
W01001841,W02000369,Pontprennau
W01001842,W02000369,Pontprennau
W01001843,W02000369,Pontprennau
W01001844,W02000369,Pontprennau
W01001846,W02000372,"Radyr, Morganstown & Gwaelod-y-garth"
W01001847,W02000372,"Radyr, Morganstown & Gwaelod-y-garth"
W01001848,W02000378,Rhiwbina Village
W01001849,W02000370,Rhiwbina & Pant-mawr
W01001850,W02000378,Rhiwbina Village
W01001851,W02000378,Rhiwbina Village
W01001852,W02000370,Rhiwbina & Pant-mawr
W01001853,W02000370,Rhiwbina & Pant-mawr
W01001854,W02000370,Rhiwbina & Pant-mawr
W01001855,W02000408,South Riverside
W01001856,W02000408,South Riverside
W01001857,W02000408,South Riverside
W01001858,W02000400,Pontcanna
W01001859,W02000400,Pontcanna
W01001860,W02000400,Pontcanna
W01001861,W02000400,Pontcanna
W01001862,W02000408,South Riverside
W01001863,W02000388,Rumney
W01001864,W02000388,Rumney
W01001865,W02000388,Rumney
W01001866,W02000382,Trowbridge
W01001867,W02000382,Trowbridge
W01001868,W02000388,Rumney
W01001869,W02000404,Splott
W01001870,W02000403,Tremorfa & Pengam
W01001871,W02000403,Tremorfa & Pengam
W01001872,W02000404,Splott
W01001873,W02000404,Splott
W01001874,W02000404,Splott
W01001875,W02000403,Tremorfa & Pengam
W01001876,W02000403,Tremorfa & Pengam
W01001877,W02000377,Pwll-mawr & St Mellons East
W01001878,W02000377,Pwll-mawr & St Mellons East
W01001879,W02000379,St Mellons West
W01001880,W02000379,St Mellons West
W01001881,W02000379,St Mellons West
W01001882,W02000377,Pwll-mawr & St Mellons East
W01001883,W02000382,Trowbridge
W01001884,W02000379,St Mellons West
W01001885,W02000377,Pwll-mawr & St Mellons East
W01001886,W02000382,Trowbridge
W01001887,W02000386,Whitchurch
W01001888,W02000376,Tongwynlais & Coryton
W01001889,W02000386,Whitchurch
W01001890,W02000387,Birchgrove
W01001891,W02000386,Whitchurch
W01001892,W02000386,Whitchurch
W01001893,W02000376,Tongwynlais & Coryton
W01001894,W02000376,Tongwynlais & Coryton
W01001895,W02000376,Tongwynlais & Coryton
W01001896,W02000386,Whitchurch
W01001897,W02000414,Sennybridge & Talybont-on-Usk
W01001898,W02000415,"Gurnos, Trefechan & Pontsticill"
W01001899,W02000416,Ystradgynlais & Tawe Uchaf
W01001900,W02000417,Ystalyfera & Gwaun-Cae-Gurwen
W01001901,W02000113,Brecon
W01001902,W02000113,Brecon
W01001903,W02000114,"Crickhowell, Llangynidr & Llangorse"
W01001904,W02000114,"Crickhowell, Llangynidr & Llangorse"
W01001905,W02000114,"Crickhowell, Llangynidr & Llangorse"
W01001906,W02000097,Llanfyllin & Llanwyddyn
W01001907,W02000097,Llanfyllin & Llanwyddyn
W01001908,W02000345,Caldicot South
W01001909,W02000337,Abergavenny North
W01001910,W02000248,Barry East
W01001911,W02000248,Barry East
W01001912,W02000366,Marshfield
W01001913,W02000366,Marshfield
W01001914,W02000274,Tonyrefail West
W01001915,W02000278,Church Village West
W01001916,W02000278,Church Village West
W01001917,W02000274,Tonyrefail West
W01001918,W02000234,Broadlands
W01001919,W02000234,Broadlands
W01001920,W02000234,Broadlands
W01001921,W02000234,Broadlands
W01001922,W02000398,Cathays South & Bute Park
W01001923,W02000167,Llanelli South
W01001924,W02000167,Llanelli South
W01001925,W02000164,Llanelli West
W01001926,W02000037,Llandudno Junction South & Llasanffraid Glan Conwy
W01001927,W02000036,Abergele
W01001928,W02000036,Abergele
W01001929,W02000089,Hermitage & Whitegate
W01001930,W02000096,Chirk & Ceiriog Valley
W01001931,W02000089,Hermitage & Whitegate
W01001932,W02000023,Abersoch & Aberdaron
W01001933,W02000026,Tywyn & Llangelynnin
W01001934,W02000117,Aberystwyth North
W01001935,W02000118,Aberystwyth South
W01001936,W02000118,Aberystwyth South
W01001937,W02000116,Borth & Bont-goch
W01001938,W02000192,Central Swansea
W01001939,W02000398,Cathays South & Bute Park
W01001940,W02000422,Cardiff Bay
W01001941,W02000398,Cathays South & Bute Park
W01001942,W02000423,Butetown
W01001943,W02000422,Cardiff Bay
W01001944,W02000422,Cardiff Bay
W01001945,W02000422,Cardiff Bay
W01001946,W02000423,Butetown
W01001947,W02000422,Cardiff Bay
W01001948,W02000372,"Radyr, Morganstown & Gwaelod-y-garth"
W01001949,W02000371,Llanishen
W01001950,W02000423,Butetown
W01001951,W02000423,Butetown
W01001952,W02000423,Butetown
W01001953,W02000371,Llanishen
W01001954,W02000372,"Radyr, Morganstown & Gwaelod-y-garth"
W01001955,W02000192,Central Swansea
W01001956,W02000190,Killay
W01001957,W02000192,Central Swansea
W01001958,W02000192,Central Swansea
